2020-01-08 06:53:29
b'Open,ID:890302,Good:02,FU:00,FD:03,Stranger:04,Ready:00\r\n'
2020-01-08 07:16:59
b'Open,ID:890302,Good:03,FU:03,FD:01,Stranger:02,Ready:00\r\n'
2020-01-08 07:17:02
b'Open,ID:890302,Good:04,FU:02,FD:02,Stranger:02,Ready:00\r\n'
2020-01-08 07:17:04
b'Open,ID:890302,Good:09,FU:00,FD:00,Stranger:00,Ready:00\r\n'
2020-01-08 07:35:06
b'Open,ID:020501,Good:03,FU:01,FD:00,Stranger:05,Ready:02\r\n'
2020-01-08 07:38:44
b'Open,ID:020501,Good:05,FU:02,FD:02,Stranger:00,Ready:01\r\n'
2020-01-08 07:38:46
b'Open,ID:020501,Good:04,FU:02,FD:03,Stranger:00,Ready:00\r\n'
2020-01-08 07:38:46
b'Open,ID:020501,Good:04,FU:01,FD:01,Stranger:03,Ready:00\r\n'
2020-01-08 07:43:02
b'Open,ID:051101,Good:02,FU:00,FD:01,Stranger:06,Ready:00\r\n'
2020-01-08 07:43:04
b'Open,ID:051101,Good:03,FU:00,FD:02,Stranger:05,Ready:00\r\n'
2020-01-08 07:55:44
b'Open,ID:900106,Good:04,FU:04,FD:02,Stranger:00,Ready:00\r\n'
2020-01-08 07:55:46
b'Open,ID:900106,Good:09,FU:00,FD:00,Stranger:00,Ready:00\r\n'
b'Open,ID:900106,Good:09,FU:00,FD:00,Stranger:00,Ready:00\r\n'
b'Open,ID:900106,Good:09,FU:00,FD:00,Stranger:00,Ready:00\r\n'
b'Open,ID:900106,Good:09,FU:00,FD:00,Stranger:00,Ready:00\r\n'
b'Open,ID:900106,Good:09,FU:00,FD:00,Stranger:00,Ready:00\r\n'
b'Open,ID:900106,Good:09,FU:00,FD:00,Stranger:00,Ready:00\r\n'
b'Open,ID:900106,Good:09,FU:00,FD:00,Stranger:00,Ready:00\r\n'
b'Open,ID:900106,Good:09,FU:00,FD:00,Stranger:00,Ready:00\r\n'
b'Open,ID:900106,Good:05,FU:02,FD:01,Stranger:01,Ready:00\r\n'
2020-01-08 08:00:05
b'Open,ID:040701,Good:03,FU:01,FD:01,Stranger:03,Ready:00\r\n'
2020-01-08 08:05:39
b'Open,ID:910901,Good:03,FU:00,FD:00,Stranger:03,Ready:05\r\n'
2020-01-08 08:14:58
b'Open,ID:960703,Good:07,FU:00,FD:00,Stranger:02,Ready:00\r\n'
2020-01-08 08:15:00
b'Open,ID:960703,Good:02,FU:01,FD:00,Stranger:06,Ready:00\r\n'
b'Open,ID:960703,Good:02,FU:01,FD:00,Stranger:06,Ready:00\r\n'
b'Open,ID:960703,Good:02,FU:01,FD:00,Stranger:06,Ready:00\r\n'
b'Open,ID:960703,Good:02,FU:01,FD:00,Stranger:06,Ready:00\r\n'
b'Open,ID:960703,Good:02,FU:01,FD:00,Stranger:06,Ready:00\r\n'
b'Open,ID:960703,Good:02,FU:01,FD:00,Stranger:06,Ready:00\r\n'
b'Open,ID:960703,Good:02,FU:01,FD:00,Stranger:06,Ready:00\r\n'
b'Open,ID:960703,Good:02,FU:01,FD:00,Stranger:06,Ready:00\r\n'
b'Open,ID:960703,Good:03,FU:01,FD:02,Stranger:02,Ready:00\r\n'
2020-01-08 08:17:09
b'Open,ID:020501,Good:05,FU:01,FD:00,Stranger:00,Ready:06\r\n'
2020-01-08 08:17:11
b'Open,ID:020501,Good:04,FU:03,FD:03,Stranger:00,Ready:00\r\n'
2020-01-08 08:21:45
b'Open,ID:960703,Good:08,FU:00,FD:01,Stranger:01,Ready:00\r\n'
2020-01-08 08:21:47
